;Name;Platform;Year_of_Release;Genre;Publisher;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Developer;Rating
13711;The Sims Deluxe;PC;2002;Simulation;Electronic Arts;0.04;92;6;8.2;77;Maxis;T
13715;Horses 3D;3DS;2012;Misc;Ubisoft;0.04;NA;NA;6.3;4;Neko Entertainment;E
13716;LEGO Indiana Jones: The Original Adventures;PC;2008;Action;LucasArts;0.04;78;14;7.7;35;Traveller's Tales;E10+
13718;The Sims 2: Pets;PC;2006;Simulation;Electronic Arts;0.04;76;23;7.7;40;Maxis;T
13719;Deadliest Warrior: Ancient Combat;X360;2012;Fighting;Cloud Imperium Games Corporation;0.04;37;5;6.3;4;Pipeworks Software, Inc.;M
13725;The Kore Gang;Wii;2010;Platform;Flashpoint Games;0.04;70;10;8.6;7;Snap Dragon Games;E10+
13731;Rugby Challenge 3;PS4;2016;Sports;Alternative Software;0.04;64;4;6.8;12;Wicked Witch Software;E
13734;Blood Bowl;PC;2009;Sports;Focus Home Interactive;0.04;72;34;6.5;57;Cyanide;T
13735;Port Royale 2;PC;2004;Strategy;Ascaron Entertainment GmbH;0.04;75;20;7.7;40;Ascaron Entertainment GmbH;T
13736;Star Trek: Shattered Universe;XB;2004;Simulation;Global Star;0.04;41;21;4;10;Starsphere Interactive;E
13737;Company of Heroes: Tales of Valor;PC;2009;Strategy;THQ;0.04;70;42;7.2;204;Relic;M
13741;Guilty Gear XX Accent Core;Wii;2007;Fighting;505 Games;0.04;75;15;8.4;19;Arc System Works;T
13742;Lionel Trains: On Track;DS;2006;Action;DSI Games;0.04;47;4;tbd;NA;Black Lantern Studios;E
13743;WarJetz;PS2;2001;Shooter;3DO;0.04;59;9;5.5;4;3DO;T
13746;Stellaris;PC;2016;Strategy;Paradox Interactive;0.04;78;57;8;569;Paradox Development Studio;
13748;Catwoman;GBA;2004;Action;Electronic Arts;0.04;61;7;tbd;NA;Magic Pockets;T
13749;Devil May Cry 4;PC;2008;Action;Capcom;0.04;78;21;8.5;353;Capcom;M
13751;Capcom Fighting Evolution;XB;2005;Fighting;Capcom;0.04;61;20;tbd;NA;Capcom;T
13755;World Poker Tour;PSP;2006;Misc;Take-Two Interactive;0.04;68;14;tbd;NA;Coresoft;T
13756;Barnyard;Wii;2006;Action;THQ;0.04;65;15;5.7;7;Blue Tongue Entertainment;E10+
13762;Test Drive: Ferrari Legends;PS3;2012;Racing;Unknown;0.04;62;19;4.9;22;Atari, Slightly Mad Studios, Atari SA;E
13763;Heroes of Might and Magic V;PC;2006;Strategy;Ubisoft;0.04;77;41;7.9;349;Nival Interactive;T
13771;Metal Gear Solid: Digital Graphic Novel;PSP;2006;Misc;Konami Digital Entertainment;0.04;78;22;7.2;21;Kojima Productions;M
13773;Aeon Flux;PS2;2005;Action;THQ;0.04;66;19;5.8;9;Terminal Reality;T
13775;Age of Mythology: The Titans;PC;2003;Strategy;Microsoft Game Studios;0.04;84;25;8.7;119;Ensemble Studios;T
13778;Psycho-Pass: Mandatory Happiness;PS4;2016;Adventure;Nippon Ichi Software;0.04;72;26;8.3;19;5pb;T
13780;Virtua Tennis 4;PC;2011;Sports;Sega;0.04;66;5;7.3;43;Sega;E
13782;Shattered Union;XB;2005;Strategy;Take-Two Interactive;0.04;66;17;6.9;7;PopTop Software;T
13783;GRID;PC;2008;Racing;Codemasters;0.04;87;25;7.9;463;Codemasters;E
13786;Mat Hoffman's Pro BMX 2;GC;2002;Sports;Activision;0.04;70;12;tbd;NA;Rainbow Studios;T
13788;Unchained Blades ;3DS;2011;Role-Playing;FuRyu;0.04;65;8;7.8;16;FuRyu;T
13789;Terraria;XOne;2014;Action;505 Games;0.04;84;5;7.7;29;Engine Software;T
13791;Company of Heroes: Opposing Fronts;PC;2007;Strategy;THQ;0.04;87;36;8.6;235;Relic;M
13794;NHL Hitz Pro;GC;2003;Sports;Unknown;0.04;81;15;7.8;5;Next Level Games;E
13806;Superman: Countdown to Apokolips;GBA;2003;Platform;Atari;0.04;47;5;5.7;6;Mistic Software;E
13809;Ben 10 Galactic Racing;PSV;2012;Racing;D3Publisher;0.04;NA;NA;3.8;8;Monkey Bar Games;E
13812;Worms 4: Mayhem;XB;2005;Strategy;Codemasters;0.04;69;27;9.2;6;Team 17;T
13814;Rise of Nations;PC;2003;Strategy;Microsoft Game Studios;0.04;89;30;9;274;Big Huge Games;T
13818;Men of War: Vietnam;PC;2011;Strategy;Unknown;0.04;68;19;4.9;35;Best Way;T
13820;Imperial Glory;PC;2005;Strategy;Eidos Interactive;0.04;69;28;8.4;73;Pyro Studios;T
13824;Antz Extreme Racing;PS2;2002;Racing;Empire Interactive;0.04;31;5;5;8;Empire Interactive;E
13830;Mike Tyson Boxing;GBA;2002;Sports;Ubisoft;0.04;44;8;tbd;NA;Virtucraft;E
13834;Samurai Warriors 2: Empires;X360;2007;Action;Tecmo Koei;0.04;53;29;8.5;13;Omega Force;T
13835;Metal Slug XX;PSP;2009;Shooter;DHM Interactive;0.04;67;22;6.1;9;SNK Playmore;T
13837;Patrician IV;PC;2010;Strategy;Kalypso Media;0.04;66;18;6.4;34;Gaming Minds Studios;E
13839;Fisherman's Challenge;PS2;2003;Sports;Konami Digital Entertainment;0.04;67;7;7.5;4;Konami;E
13840;Mission: Impossible - Operation Surma;GBA;2003;Platform;Atari;0.04;42;16;tbd;NA;M4 Limited;T
13843;Resident Evil: Revelations;PC;2013;Action;Capcom;0.04;77;12;7;342;Capcom;M
13848;The Da Vinci Code;XB;2006;Action;Take-Two Interactive;0.04;52;34;2.8;5;Double Helix Games;T
13851;Super Black Bass Fishing;DS;2005;Sports;Majesco Entertainment;0.04;35;6;tbd;NA;Starfish;E
13856;Pure Pinball;XB;2004;Misc;XS Games;0.04;68;11;8.5;6;Iridon Interactive AB;E
13860;Shadow of the Colossus;PS3;2011;Action;Sony Computer Entertainment;0.04;NA;NA;8.4;72;Bluepoint Games;T
13863;BlazBlue: Chrono Phantasma Extend;PS3;2015;Action;PQube;0.04;NA;NA;8.3;10;Arc System Works;T
13870;Headhunter: Redemption;PS2;2004;Action;Sega;0.04;62;29;6.7;7;Amuze;M
13871;Stuntman;GBA;2003;Racing;Atari;0.04;77;8;tbd;NA;Atari;E
13872;The Chase: Felix Meets Felicity;DS;2009;Action;Atari;0.04;59;9;tbd;NA;Razorback Developments;E
13875;Dead Rising;PS4;2016;Action;Capcom;0.04;78;6;6.6;30;Capcom;M
13877;Grand Theft Auto: Vice City;PC;2003;Action;Take-Two Interactive;0.04;94;30;8.8;1520;Rockstar North;M
13881;Surf's Up;PS3;2007;Sports;Ubisoft;0.04;59;8;5.1;7;Ubisoft Montreal;E10+
13886;SWAT: Target Liberty;PSP;2007;Shooter;Vivendi Games;0.04;50;26;7.7;9;3G Studios;T
13887;Twin Strike: Operation Thunder;Wii;2008;Shooter;Zoo Games;0.04;50;7;8.3;6;Naps Team;E10+
13888;CSI: Fatal Conspiracy;PC;2010;Adventure;Ubisoft;0.04;47;5;5.5;6;Telltale Games;M
13889;Bomberman: Act Zero;X360;2006;Puzzle;Konami Digital Entertainment;0.04;34;41;2.2;42;Hudson;T
13891;Empire Earth III;PC;2007;Strategy;Vivendi Games;0.04;50;40;2.8;53;Mad Doc Software;T
13892;Astro Boy: The Video Game;PSP;2009;Action;D3Publisher;0.04;60;6;tbd;NA;High Voltage Software;E10+
13893;The Sims 4: Spa Day;PC;2015;Simulation;Electronic Arts;0.04;NA;NA;7.6;26;Maxis;T
13896;Resident Evil: Operation Raccoon City;PC;2012;Action;Capcom;0.04;48;8;3.8;188;Slant Six;M
13900;Dreamfall: The Longest Journey;XB;2006;Adventure;Empire Interactive;0.04;73;42;8.8;24;Funcom;M
13905;JASF: Jane's Advanced Strike Fighters;PC;2011;Simulation;Deep Silver;0.04;48;4;3.1;14;Trickstar Games;T
13910;Outlaw Volleyball Remixed;PS2;2004;Sports;Global Star;0.04;57;9;tbd;NA;Hypnotix;M
13912;The Adventures of Darwin;PS2;2006;Strategy;Essential Games;0.04;53;10;tbd;NA;Vingt-et-un Systems;E10+
13917;Metal Gear Solid V: The Definitive Experience;PS4;2016;Action;Konami Digital Entertainment;0.04;NA;NA;7.8;11;Kojima Productions;M
13919;Brothers In Arms DS;DS;2007;Shooter;Ubisoft;0.04;72;27;8;25;Gameloft;T
13920;Gal Gun: Double Peace;PSV;2015;Action;PQube;0.04;NA;NA;8.1;10;Alchemist, Inti Creates;M
13924;Off-Road Drive;PC;2011;Racing;1C Company;0.04;60;10;6.4;17;Avalon Style;
13928;Colin McRae Rally 3;XB;2002;Racing;Codemasters;0.04;86;25;7.4;14;Codemasters;E
13932;TMNT;DS;2007;Action;Ubisoft;0.04;42;10;2.2;5;Ubisoft Quebec;E10+
13937;Stolen;PS2;2005;Action;Hip Interactive;0.04;51;16;7.4;16;Blue 52;T
13940;Stoked: Big Air Edition;X360;2009;Sports;Namco Bandai Games;0.04;72;21;7.7;16;Bongfish;T
13943;LEGO Jurassic World;PC;2015;Action;Warner Bros. Interactive Entertainment;0.04;72;8;7.1;31;TT Games;E10+
13944;Pro Race Driver;XB;2003;Racing;Codemasters;0.04;80;17;7.5;4;Codemasters;T
13952;The Movies;PC;2005;Simulation;Activision;0.04;84;62;8.3;131;Lionhead Studios;T
13953;Countdown Vampires;PS;1999;Adventure;Namco Bandai Games;0.04;41;6;tbd;NA;K2 LLC;M
13959;FIFA World Cup Germany 2006;DS;2006;Sports;Electronic Arts;0.04;71;7;7.2;6;EA Canada;E
13960;Train Simulator 2016;PC;2015;Simulation;Unknown;0.04;NA;NA;4;8;Dovetail Games;E
13965;Supreme Commander: Forged Alliance;PC;2007;Strategy;THQ;0.04;81;35;8.9;219;Gas Powered Games;E10+
13969;Dragon Ball: Advanced Adventure;GBA;2004;Action;Namco Bandai Games;0.04;75;7;8.5;11;Dimps Corporation;E10+
13972;The Ripping Friends;GBA;2002;Action;THQ;0.04;38;12;tbd;NA;Creations;E
13975;Lost Planet 3;PC;2013;Shooter;Capcom;0.04;61;17;6.2;210;Spark Unlimited;T
13976;Super Army War;GBA;2005;Action;Flashpoint Games;0.04;58;8;tbd;NA;Atlus Co.;T
13978;Echo Night Beyond;PS2;2004;Adventure;Indie Games;0.04;60;22;8.8;8;From Software;T
13979;Meteos: Disney Magic;DS;2007;Puzzle;Disney Interactive Studios;0.04;74;36;6.6;5;Q Entertainment;E
13984;NASCAR Heat Evolution;XOne;2016;Racing;Dusenberry Martin Racing;0.04;NA;NA;1.6;10;Dusenberry Martin Racing;E
13986;Beyblade Evolution;3DS;2013;Action;Rising Star Games;0.04;49;7;6.3;4;Rising Star Games;E
13988;Evolution Skateboarding;GC;2002;Sports;Konami Digital Entertainment;0.04;44;5;tbd;NA;KCEO;T
13989;Castlevania: Lords of Shadow 2;PC;2014;Action;Konami Digital Entertainment;0.04;58;16;7.7;498;Mercury Steam;M
13990;Greg Hastings' Tournament Paintball Max'd;DS;2006;Shooter;Activision;0.04;39;4;7.4;10;Nightlight Studios;E10+
13993;Halo: Combat Evolved;PC;2003;Shooter;Microsoft Game Studios;0.04;83;40;7.4;396;Gearbox Software;M
13995;Exist Archive: The Other Side of the Sky;PS4;2015;Role-Playing;Aksys Games;0.04;69;13;7.9;16;Tri-Ace;T
13997;Little Red Riding Hood's Zombie BBQ;DS;2008;Shooter;Destineer;0.04;68;15;7.3;8;EnjoyUp Games;T
14003;Assassin's Creed Chronicles: China;PS4;2015;Action;Ubisoft;0.04;69;44;6.4;83;Climax Group, Climax Studios;T
14005;Worms: Ultimate Mayhem;PC;2011;Strategy;Unknown;0.04;66;4;7.8;48;Team 17;E10+
14006;Rugby 08;PS2;2007;Sports;Electronic Arts;0.04;74;21;7.4;25;EA Canada;E
14009;Caesar IV;PC;2006;Strategy;Vivendi Games;0.04;74;32;7.6;43;Tilted Mill;E10+
14011;Ferrari Challenge Trofeo Pirelli;PS3;2008;Racing;System 3 Arcade Software;0.04;71;37;6.2;26;Eutechnyx;E
14012;Cy Girls;PS2;2004;Action;Konami Digital Entertainment;0.04;53;28;8.8;4;KCEJ;M
14013;Ray Gigant;PSV;2015;Role-Playing;Namco Bandai Games;0.04;72;14;8.1;25;Bandai Namco Games;T
14014;APB Reloaded;PC;2011;Role-Playing;Iceberg Interactive;0.04;56;12;5.7;269;Reloaded Productions, Reloaded Games Inc.;M
14015;The Sum of All Fears;GBA;2002;Shooter;Ubisoft;0.04;69;8;tbd;NA;Red Storm Entertainment;T
14019;Bubble Bobble Double Shot;DS;2007;Puzzle;Rising Star Games;0.04;50;12;4.8;4;Marvelous Entertainment;E
14020;Bionicle Heroes;Wii;2007;Shooter;Eidos Interactive;0.04;52;7;5.8;5;Traveller's Tales;E10+
14021;Harry Potter and the Order of the Phoenix;PC;2007;Action;Electronic Arts;0.04;63;11;7.1;34;EA Games;E10+
14022;Minority Report: Everybody Runs;GBA;2002;Action;Activision;0.04;54;8;tbd;NA;Torus Games;T
14024;C.O.R.E.;DS;2009;Shooter;Graffiti;0.04;44;16;6.9;19;NoWay Studio;M
14028;Chaos Wars;PS2;2006;Strategy;Idea Factory;0.04;64;9;6.9;9;Idea Factory;T
14029;Steambot Chronicles;PS2;2005;Role-Playing;505 Games;0.04;74;35;8.2;17;Irem;T
14034;Gumby vs. the Astrobots;GBA;2005;Action;Namco Bandai Games;0.04;63;4;tbd;NA;Torus Games;E
14036;Scaler;GC;2004;Platform;Take-Two Interactive;0.04;69;11;7.3;8;Artificial Mind and Movement;E
14039;Scarface: The World is Yours;PC;2006;Action;Vivendi Games;0.04;73;18;7.5;57;Radical Entertainment;M
14041;Legasista;PS3;2012;Role-Playing;Nippon Ichi Software;0.04;68;13;6.3;15;System Prisma;T
14042;Fatal Fury: Battle Archives Volume 1;PS2;2006;Fighting;Ignition Entertainment;0.04;68;22;8.3;4;SNK Playmore;T
14044;Harry Potter and the Prisoner of Azkaban;PC;2004;Action;Electronic Arts;0.04;67;19;7.2;50;KnowWonder;E
14047;OutRun 2006: Coast 2 Coast;PSP;2006;Racing;Sega;0.04;82;31;8.1;14;Sumo Digital;E
14050;Fading Shadows;PSP;2008;Puzzle;Ivolgamus;0.04;62;13;tbd;NA;Ivolgamus;E
14052;Smashing Drive;XB;2002;Racing;Namco Bandai Games;0.04;42;9;tbd;NA;Namco;T
14054;Without Warning;PS2;2005;Shooter;Capcom;0.04;45;25;6.5;8;CiRCLE;M
14057;Teenage Mutant Ninja Turtles 3: Mutant Nightmare;XB;2005;Action;Konami Digital Entertainment;0.04;56;13;tbd;NA;Konami;E10+
14059;Napoleon Dynamite: The Game;PSP;2007;Puzzle;Crave Entertainment;0.04;37;14;4.6;7;7 Studios;E10+
14061;Saints Row 2;PC;2009;Action;THQ;0.04;72;24;6.8;380;Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre;M
14063;Trine 2;PC;2011;Platform;Focus Home Interactive;0.04;84;55;8.4;667;Frozenbyte, Inc.;E10+
14064;Monster Force;GBA;2002;Shooter;Universal Interactive;0.04;65;9;tbd;NA;Digital Eclipse;E
14071;World Championship Pool 2004;XB;2003;Sports;Jaleco;0.04;67;11;tbd;NA;Blade Interactive;E
14074;Teenage Zombies: Invasion of the Alien Brain Thingys;DS;2008;Adventure;Ignition Entertainment;0.04;67;30;8.2;29;InLight Entertainment;E10+
14078;Flow: Urban Dance Uprising;PS2;2005;Misc;Ubisoft;0.04;65;10;tbd;NA;Artificial Mind and Movement;T
14081;Transport Fever;PC;2016;Simulation;Astragon;0.04;70;11;7;28;Urban Games;
14083;Homefront: The Revolution;PC;2016;Shooter;Deep Silver;0.04;54;48;3.5;284;Deep Silver Dambuster Studios;M
14085;RLH: Run Like Hell;XB;2003;Shooter;Avalon Interactive;0.04;55;22;8;5;Digital Mayhem;M
14089;Obscure;XB;2004;Adventure;MC2 Entertainment;0.04;66;29;8.4;9;Hydravision;M
14092;Just Dance 2017;XOne;2016;Misc;Ubisoft;0.04;75;5;8;6;Ubisoft Paris;E10+
14094;Stranger of Sword City;PSV;2015;Role-Playing;Nippon Ichi Software;0.04;71;24;8;30;Experience Inc.;T
14099;World of Goo;PC;2008;Puzzle;2D Boy;0.04;90;26;8.5;607;2D Boy;E
14101;Pro Evolution Soccer 2017;X360;2016;Sports;Konami Digital Entertainment;0.04;NA;NA;6.5;17;Konami;E
14107;Secret Files 2: Puritas Cordis;PC;2009;Adventure;Deep Silver;0.04;64;14;7.1;17;Fusionsphere Systems, Animation Arts;T
14110;Monster Kingdom: Jewel Summoner;PSP;2006;Role-Playing;Sony Computer Entertainment;0.04;66;25;6.8;6;Gaia (Sony);T
14111;Railroad Tycoon 3;PC;2003;Strategy;Gathering of Developers;0.04;80;19;7.7;57;PopTop Software;E
14113;Zoo Hospital;DS;2007;Simulation;Eidos Interactive;0.04;53;6;tbd;NA;Torus Games;E
14119;Sega Arcade Gallery;GBA;2003;Misc;THQ;0.04;70;12;tbd;NA;Bits Studios;E
14122;S.T.A.L.K.E.R.: Clear Sky;PC;2008;Shooter;Deep Silver;0.04;75;47;7.7;478;GSC Game World;M
14125;Sins of a Solar Empire: Trinity;PC;2010;Strategy;Kalypso Media;0.04;NA;NA;7.9;19;Ironclad Games;T
14128;Painkiller: Hell Wars;XB;2006;Shooter;DreamCatcher Interactive;0.04;68;33;7.4;16;People Can Fly;M
14131;FunkMaster Flex's Digital Hitz Factory;PS2;2003;Misc;Jester Interactive;0.04;71;6;8.9;10;Jester Interactive;E
14133;Greg Hastings Paintball 2;PS3;2010;Shooter;Majesco Entertainment;0.04;46;5;tbd;NA;Super X Studios;E10+
14141;World in Conflict;PC;2007;Strategy;Vivendi Games;0.04;89;44;8.1;301;Massive Entertainment;T
14142;XBLAZE Code: Embryo;PS3;2013;Adventure;Arc System Works;0.04;NA;NA;7.1;14;Arc System Works;M
14144;Major League Baseball 2K8;PSP;2008;Sports;Unknown;0.03;63;5;tbd;NA;Kush Games;E
14146;Rebel Raiders: Operation Nighthawk;PS2;2006;Simulation;Kando Games;0.03;53;5;tbd;NA;Kando Games;E10+
14151;Alienators: Evolution Continues;GBA;2001;Action;Activision;0.03;54;4;tbd;NA;Digital Eclipse;E
14155;Pro Cycling Manager 2016;PC;2016;Sports;Focus Home Interactive;0.03;64;6;4.8;5;Cyanide;
14156;Pirates: Duels on the High Seas;DS;2008;Action;Oxygen Interactive;0.03;50;15;tbd;NA;Oxygen Interactive;E
14157;MX World Tour Featuring Jamie Little;XB;2005;Racing;Crave Entertainment;0.03;51;5;tbd;NA;Impulse Games;E
14159;Tomb Raider: Anniversary;PC;2007;Action;Eidos Interactive;0.03;83;26;8.1;242;Nixxes Software;T
14162;Infamous: First Light;PS4;2014;Action;Sony Computer Entertainment;0.03;73;70;7.5;580;Sucker Punch;T
14165;Tour de France 2014;PS4;2014;Sports;Focus Home Interactive;0.03;53;9;5.1;22;Cyanide;E
14166;RedCard 20-03;XB;2002;Sports;Midway Games;0.03;67;8;9;4;Point of View;E
14172;The Night of the Rabbit;PC;2013;Adventure;Daedalic Entertainment;0.03;75;45;7.5;82;Daedalic Entertainment;
14173;Bounty Hounds;PSP;2006;Action;Namco Bandai Games;0.03;63;14;6;7;Xpec;T
14182;TOCA Race Driver 3;XB;2006;Racing;Codemasters;0.03;84;25;8;6;Codemasters;E10+
14183;A Game of Thrones: Genesis;PC;2011;Strategy;Focus Home Interactive;0.03;53;40;4;110;Cyanide;
14184;Gothic Universe;PC;2007;Role-Playing;JoWood Productions;0.03;NA;NA;7.9;10;DreamCatcher Interactive;M
14189;Silent Scope;GBA;2002;Shooter;Konami Digital Entertainment;0.03;70;5;8;5;Now Production;T
14193;The Cursed Crusade;PC;2011;Action;DTP Entertainment;0.03;55;7;6;33;Kylotonn;M
14194;Hotel Giant 2;PC;2008;Strategy;JoWood Productions;0.03;58;7;2.5;19;Enlight Software;E
14197;Caesar III;PC;1998;Strategy;Vivendi Games;0.03;NA;NA;8.7;50;Impressions Games;E
14198;DarkStar One;PC;2006;Simulation;Ubisoft;0.03;71;33;7.2;54;Ascaron Entertainment GmbH;T
14200;ESPN NBA 2Night 2002;PS2;2002;Sports;Konami Digital Entertainment;0.03;59;13;tbd;NA;Konami;E
14203;Crouching Tiger, Hidden Dragon;GBA;2003;Action;Ubisoft;0.03;60;12;tbd;NA;Ubisoft Shanghai;T
14207;Hitman: Blood Money;PC;2006;Action;Eidos Interactive;0.03;82;35;8.8;528;Io Interactive;M
14210;Duke Nukem 3D: 20th Anniversary World Tour;PS4;2016;Shooter;Gearbox Software;0.03;77;15;6.9;15;Gearbox Software;M
14211;Section 8;PC;2009;Shooter;SouthPeak Games;0.03;72;31;7;78;TimeGate Studios;T
14213;Sabre Wulf;GBA;2004;Platform;THQ;0.03;75;27;8;4;Rare Ltd.;E
14214;Alpha Protocol;PC;2010;Role-Playing;Sega;0.03;72;25;7.5;511;Obsidian Entertainment;M
14215;Planescape: Torment;PC;1998;Role-Playing;Interplay;0.03;91;22;9.2;813;Black Isle Studios;T
14221;Driven;GBA;2001;Racing;BAM! Entertainment;0.03;68;10;tbd;NA;Crawfish Interactive;E
14222;Star Wars Jedi Knight: Jedi Academy;PC;2003;Shooter;Activision;0.03;81;34;8.6;293;Raven Software;T
14223;Red Faction II;GC;2003;Shooter;THQ;0.03;79;12;7.3;4;Cranky Pants Games;M
14228;Battle Engine Aquila;PS2;2003;Shooter;Atari;0.03;73;17;9;5;Lost Toys;T
14230;Special Forces: Nemesis Strike;XB;2005;Shooter;Hip Interactive;0.03;60;10;6.5;4;Asobo Studio;M
14231;Women's Volleyball Championship;PS2;2007;Sports;Spike;0.03;32;7;4;4;Spike;E
14234;Crimson Tears;PS2;2004;Role-Playing;Capcom;0.03;62;30;7.8;4;DreamFactory;T
14235;Battle Assault 3 featuring Gundam Seed;PS2;2004;Action;Namco Bandai Games;0.03;48;9;8.7;7;Natsume;T
14236;WRC: FIA World Rally Championship;PSP;2005;Racing;Sony Computer Entertainment;0.03;67;18;7.8;19;Traveller's Tales;E
14241;Cabela's Outdoor Adventures;GC;2005;Sports;Activision;0.03;NA;NA;8.8;9;MagicWand;T
14242;Penguins of Madagascar;WiiU;2014;Action;Namco Bandai Games;0.03;NA;NA;5.2;6;Little Orbit;E
14243;Rapala Tournament Fishing!;X360;2006;Sports;Activision;0.03;41;4;8;6;FUN Labs;E
14246;Superstars V8 Racing;PS3;2009;Racing;Black Bean Games;0.03;66;29;4.9;9;Milestone S.r.l;E
14256;The Italian Job;GC;2003;Racing;Eidos Interactive;0.03;56;10;tbd;NA;Climax Group;T
14260;JoJo's Bizarre Adventure: Eyes of Heaven;PS4;2015;Fighting;Namco Bandai Games;0.03;61;35;7.4;44;CyberConnect2;T
14271;The Void;PC;2008;Adventure;Mamba Games;0.03;77;12;8.3;97;Ice-Pick Lodge;
14273;Supreme Ruler: Cold War;PC;2011;Strategy;Paradox Interactive;0.03;63;12;6.8;27;BattleGoat Studios;RP
14274;Rise of Nations: Rise of Legends;PC;2006;Strategy;Microsoft Game Studios;0.03;84;46;8.5;108;Big Huge Games;T
14275;The Sum of All Fears;GC;2003;Shooter;Ubisoft;0.03;36;11;3.4;5;Ubisoft Shanghai;T
14277;Yumi's Odd Odyssey;3DS;2013;Platform;Agatsuma Entertainment;0.03;74;13;7.7;23;Studio Saizensen;E
14283;EverBlue 2;PS2;2002;Adventure;Capcom;0.03;59;21;7.5;4;Arika;E
14296;Electroplankton;DS;2005;Misc;Nintendo;0.03;71;49;7;37;Indies Zero;E
14297;Just Dance 2017;PS4;2016;Misc;Ubisoft;0.03;73;12;tbd;NA;Ubisoft Paris;E10+
14303;CT Special Forces;GBA;2002;Action;LSP Games;0.03;71;14;tbd;NA;LSP;T
14309;FIFA World Cup: Germany 2006;GBA;2006;Sports;Electronic Arts;0.03;57;4;6.9;7;EA Canada;E
14311;Earthworm Jim 2;GBA;2002;Platform;Vivendi Games;0.03;45;10;5.7;6;Super Empire;E
14313;Dungeon Maker: Hunting Ground;PSP;2006;Role-Playing;Global A Entertainment;0.03;70;18;6.4;8;Global A;E10+
14317;MotoGP;PSP;2006;Racing;Sony Computer Entertainment;0.03;69;18;7.1;7;Namco Bandai Games;E
14321;Street Supremacy;PSP;2005;Racing;Konami Digital Entertainment;0.03;41;31;tbd;NA;Genki;E
14322;Driv3r;GBA;2005;Racing;Atari;0.03;NA;NA;5.4;5;Velez & Dubail;M
14324;Apache: Air Assault;PC;2010;Simulation;Just Flight;0.03;64;7;7.5;18;Gaijin Entertainment;T
14329;Call of Juarez: Bound in Blood;PC;2009;Shooter;Ubisoft;0.03;78;39;8;282;Techland;M
14331;Red Faction: Guerrilla;PC;2009;Shooter;THQ;0.03;82;29;7.5;308;Volition Inc., Reactor Zero;M
14334;Disney Sports Soccer;GC;2002;Sports;Konami Digital Entertainment;0.03;75;7;tbd;NA;KCEO;E
14338;Legend of the Dragon;PSP;2007;Fighting;Game Factory;0.03;38;12;tbd;NA;Neko Entertainment;T
14342;Deus Ex: Mankind Divided;PC;2016;Role-Playing;Square Enix;0.03;83;55;6.1;684;Eidos Montreal, Nixxes Software;M
14345;Astonishia Story;PSP;2006;Role-Playing;Ubisoft;0.03;48;35;4.9;18;Sonnori;E10+
14349;Prince of Persia: The Forgotten Sands;PC;2010;Action;Ubisoft;0.03;75;16;6.6;218;Ubisoft Montreal;T
14352;The Sims 2: Glamour Life Stuff;PC;2006;Simulation;Electronic Arts;0.03;NA;NA;6.7;7;Maxis;T
14358;GunGriffon: Allied Strike;XB;2004;Simulation;Microsoft Game Studios;0.03;55;21;tbd;NA;Game Arts;T
14361;Stacked with Daniel Negreanu;PSP;2006;Misc;Myelin Media;0.03;63;13;tbd;NA;3G Studios;T
14368;RACE On;PC;2009;Racing;bitComposer Games;0.03;73;14;8.2;20;SimBin;E
14369;PopCap Arcade Vol 2;X360;2009;Misc;PopCap Games;0.03;67;4;tbd;NA;PopCap;E10+
14378;Song of the Deep;PC;2016;Action;Insomniac Games;0.03;73;12;6.3;15;Insomniac Games;E
14380;The Binding of Isaac;PC;2012;Action;Unknown;0.03;84;30;8.3;1010;Edmund McMillen, Florian Himsl;
14386;Tork: Prehistoric Punk;XB;2005;Platform;Microsoft Game Studios;0.03;62;21;6.2;6;Tiwak;E
14391;Overlord II;PC;2009;Action;Codemasters;0.03;79;32;8.1;159;Triumph Studios;T
14392;Flipper Critters;DS;2007;Simulation;Conspiracy Entertainment;0.03;60;13;tbd;NA;Zen Studios;E
14395;Underground Pool;DS;2007;Sports;UFO Interactive;0.03;40;7;tbd;NA;FrontLine Studios;E
14399;Jikandia: The Timeless Land;PSP;2010;Role-Playing;Idea Factory;0.03;60;5;7.2;5;Opus Studio;T
14402;Toy Shop;DS;2008;Simulation;Majesco Entertainment;0.03;31;7;5.4;11;Gameinvest, Seed Studios, Lda;E
14403;DiRT Rally;PC;2016;Racing;Codemasters;0.03;86;33;8.7;288;Codemasters;E
14404;Trials Fusion;PC;2014;Racing;Ubisoft;0.03;80;12;6.8;97;RedLynx;E10+
