"","Platform","Year_of_Release","Genre","Publisher","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"13073","X360","2010","Shooter","505 Games",0.05,33,4,"6.6",15,"Buka Entertainment, Targem Games","M"
"13075","GBA","2005","Role-Playing","Atari",0.05,68,34,"8.2",6,"WayForward","E10+"
"13078","DS","2007","Simulation","Ertain",0.05,66,8,"tbd",NA,"Sonic Powered","E"
"13085","DS","2007","Action","Atlus",0.05,71,9,"tbd",NA,"Noise Factory","E"
"13088","GBA","2003","Sports","Electronic Arts",0.05,82,4,"7.9",9,"Exient Entertainment","E"
"13090","PS2","2002","Racing","Avalon Interactive",0.05,69,18,"tbd",NA,"SmartDog","E"
"13093","GC","2002","Misc","Electronic Arts",0.05,39,6,"7.8",5,"Neverland","E"
"13094","PC","2013","Shooter","Take-Two Interactive",0.05,66,45,"6.5",621,"2K Marin","M"
"13095","Wii","2009","Action","Oxygen Interactive",0.05,53,10,"tbd",NA,"Gameinvest","E"
"13096","DS","2008","Shooter","Codemasters",0.05,75,23,"7.8",8,"Shin'en","E"
"13098","DS","2008","Role-Playing","Sting",0.05,60,16,"7",8,"Suzak","E10+"
"13101","PSP","2007","Shooter","Ignition Entertainment",0.05,78,26,"7.4",25,"Terminal Reality","T"
"13102","Wii","2011","Adventure","Telltale Games",0.05,66,7,"4.1",9,"Iron Galaxy Studios","T"
"13104","XB","2002","Simulation","Phantagram",0.05,74,23,"8.3",14,"Genki","T"
"13105","PS2","2001","Sports","Tecmo Koei",0.05,58,13,"6.3",7,"Cave","E"
"13111","DC","2000","Shooter","Sega",0.05,83,12,"7.8",12,"Smilebit","M"
"13116","PSP","2006","Platform","Activision",0.05,58,7,"tbd",NA,"Amaze Entertainment","E"
"13119","Wii","2007","Misc","Atari",0.05,26,14,"2.8",11,"Atomic Planet Entertainment","E"
"13120","DS","2007","Puzzle","Eidos Interactive",0.05,73,21,"tbd",NA,"Game Sauce","E"
"13121","DS","2006","Action","From Software",0.05,37,10,"5.1",7,"From Software","T"
"13123","GC","2003","Misc","TDK Mediactive",0.05,40,6,"7.3",7,"Mass Media","E"
"13124","GC","2003","Racing","Ubisoft",0.05,49,11,"tbd",NA,"Ubisoft","E"
"13127","DS","2006","Sports","Take-Two Interactive",0.05,51,8,"tbd",NA,"Indie Built","E"
"13132","GC","2004","Adventure","Codemasters",0.05,77,34,"8.5",13,"Free Radical Design","T"
"13135","GBA","2001","Puzzle","Sega",0.05,84,14,"tbd",NA,"Sonic Team","E"
"13138","WiiU","2013","Shooter","Activision",0.05,NA,NA,"6.2",18,"Behaviour Interactive","E10+"
"13139","X360","2011","Fighting","PQube",0.05,68,13,"",NA,"Examu","T"
"13140","GC","2002","Fighting","Konami Digital Entertainment",0.05,60,15,"6.3",4,"Konami","T"
"13141","PC","2008","Puzzle","PopCap Games",0.05,78,12,"7.3",11,"PopCap","E"
"13144","DS","N/A","Racing","Codemasters",0.05,79,19,"8.1",15,"Firebrand Games","E"
"13145","PS4","2015","Adventure","PQube",0.05,81,17,"8.3",29,"5pb","M"
"13146","DS","2010","Puzzle","Rising Star Games",0.05,69,20,"6.3",4,"Prope","E"
"13149","PS3","2008","Misc","Gamecock",0.05,51,19,"4.5",4,"Wideload Games Inc.","T"
"13150","XB","2004","Action","Acclaim Entertainment",0.05,64,37,"6",4,"Acclaim Studios Cheltenham","T"
"13152","GC","2002","Sports","Konami Digital Entertainment",0.05,62,6,"tbd",NA,"KCEO","E"
"13157","PS2","2006","Racing","Sega",0.05,81,42,"8.8",17,"Sumo Digital","E"
"13165","XB","2003","Role-Playing","Mindscape",0.05,71,31,"8.2",6,"Arkane Studios","M"
"13171","PS3","2015","Racing","Milestone S.r.l.",0.05,NA,NA,"4.8",4,"Milestone S.r.l",""
"13173","GBA","2003","Action","NewKidCo",0.05,NA,NA,"9",21,"Handheld Games","E"
"13174","X360","2012","Misc","505 Games",0.05,77,6,"6.7",6,"Zoe Mode","E10+"
"13176","DS","2006","Fighting","Majesco Entertainment",0.05,60,25,"5.8",9,"Arc System Works","T"
"13177","GC","2002","Sports","THQ",0.05,68,16,"4.5",4,"Radical Entertainment","T"
"13180","GBA","2002","Puzzle","Majesco Entertainment",0.05,70,8,"tbd",NA,"Iridon Interactive AB","E"
"13187","PC","2005","Shooter","LucasArts",0.05,78,34,"8.7",279,"LucasArts","T"
"13190","GBA","2003","Puzzle","Activision",0.05,75,16,"9.1",15,"Mass Media","E"
"13193","GC","2005","Platform","Global Star",0.05,58,6,"tbd",NA,"High Voltage Software","E10+"
"13197","X360","N/A","Racing","Focus Home Interactive",0.05,46,7,"7.6",5,"Cyanide",""
"13199","GBA","2005","Action","Zoo Digital Publishing",0.05,73,6,"tbd",NA,"Krome Studios","E10+"
"13203","PC","2009","Strategy","PopCap Games",0.05,87,41,"8.9",891,"PopCap","E10+"
"13205","DS","2008","Adventure","Deep Silver",0.05,71,6,"7.6",5,"10tacle Studios, Fusionsphere Systems","T"
"13206","DS","2008","Platform","Ignition Entertainment",0.05,44,4,"",NA,"Crave","E"
"13207","PS2","2001","Platform","Midas Interactive Entertainment",0.05,65,14,"7.8",4,"Treasure","T"
"13211","PSP","2009","Role-Playing","Idea Factory",0.05,NA,NA,"7.8",17,"Neverland, Idea Factory","T"
"13212","PSP","2006","Puzzle","D3Publisher",0.05,74,19,"7.8",6,"Now Production","E"
"13216","3DS","2016","Action","Nintendo",0.05,64,56,"5.1",219,"Next Level Games, Nintendo","T"
"13217","GC","2003","Action","Kemco",0.05,65,21,"tbd",NA,"Bits Studios","M"
"13221","PS3","2014","Role-Playing","Nippon Ichi Software",0.05,NA,NA,"8.1",17,"Kadokawa","M"
"13222","PC","2009","Racing","Codemasters",0.05,89,22,"8.2",352,"Codemasters","T"
"13223","PC","2013","Shooter","505 Games",0.05,79,51,"3.4",3558,"Overkill Software","M"
"13224","PS2","2006","Racing","Global Star",0.05,48,4,"tbd",NA,"Eutechnyx","E"
"13225","PS2","2001","Platform","DreamCatcher Interactive",0.05,64,5,"7.4",5,"EKO Software","E"
"13228","Wii","2007","Misc","Taito",0.05,43,16,"4.8",5,"Taito Corporation, 505 Games","E10+"
"13229","PS4","2016","Misc","Sega",0.05,78,22,"7.4",41,"Sega","T"
"13230","XB","2003","Shooter","THQ",0.05,62,24,"tbd",NA,"Outrage Games","T"
"13236","GBA","2004","Action","Hip Interactive",0.05,40,9,"tbd",NA,"Saffire","E"
"13240","GC","2002","Sports","Vivendi Games",0.05,61,10,"9",4,"Papaya Studios","E"
"13242","PC","2015","Strategy","Kalypso Media",0.05,63,11,"5.4",52,"Gaming Minds Studios","T"
"13244","GBA","2004","Misc","Majesco Entertainment",0.05,52,4,"tbd",NA,"One Man Band","E"
"13245","PS","2000","Sports","Infogrames",0.05,48,10,"tbd",NA,"Carapace","E"
"13250","DS","2008","Simulation","Destineer",0.05,49,10,"tbd",NA,"Big John Games","E10+"
"13251","GBA","2001","Puzzle","Ubisoft",0.05,77,9,"tbd",NA,"Taito Corporation","E"
"13252","PS4","2015","Action","Deep Silver",0.05,64,45,"5.7",98,"Volition Inc.","M"
"13253","GBA","2002","Puzzle","Acclaim Entertainment",0.05,71,11,"tbd",NA,"PuzzleKings","E"
"13254","PS2","2001","Racing","Titus",0.05,49,8,"8.1",9,"Team 17","E"
"13259","GC","2005","Misc","Activision Value",0.05,44,5,"tbd",NA,"Activision","E10+"
"13261","PC","2016","Shooter","Electronic Arts",0.05,82,6,"7.5",44,"PopCap","E10+"
"13264","GBA","2002","Shooter","BAM! Entertainment",0.05,61,9,"tbd",NA,"Crawfish Interactive","T"
"13266","DS","2007","Platform","THQ",0.05,54,4,"tbd",NA,"Natsume","E"
"13267","PC","2010","Shooter","Mastertronic",0.05,76,36,"7.7",326,"Raven Software","M"
"13268","PS4","2016","Racing","Dusenberry Martin Racing",0.05,66,8,"3.8",18,"Dusenberry Martin Racing","E"
"13269","DS","2006","Action","Game Factory",0.05,55,13,"tbd",NA,"Firebrand Games","E"
"13270","PS2","2005","Role-Playing","Namco Bandai Games",0.05,65,27,"8.6",15,"Bandai","E10+"
"13272","PS4","2014","Role-Playing","Ubisoft",0.05,82,46,"8",451,"Ubisoft Montreal","E10+"
"13275","GBA","2006","Action","THQ",0.05,56,8,"tbd",NA,"Halfbrick Studios","E"
"13277","PS2","2007","Strategy","Tecmo Koei",0.05,79,39,"7.9",17,"Vanilla Ware","E10+"
"13279","PS3","2010","Shooter","Conspiracy Entertainment",0.05,45,7,"tbd",NA,"Epicenter Studios","T"
"13281","X360","2008","Sports","Navarre Corp",0.05,56,14,"5.9",15,"Liquid Dragon Studios","T"
"13285","XB","2005","Action","Konami Digital Entertainment",0.05,30,19,"3.4",9,"Hothouse Creations","M"
"13287","XB","2005","Sports","Electronic Arts",0.05,75,20,"7.7",11,"HB Studios Multimedia","E"
"13288","PC","2004","Strategy","THQ",0.05,86,51,"8.8",295,"Relic","M"
"13289","XB","2005","Misc","Empire Interactive",0.05,74,16,"tbd",NA,"Empire Oxford","T"
"13290","GBA","2003","Racing","Activision",0.05,80,12,"9.4",5,"Mass Media","E"
"13292","PS","1998","Platform","ESP",0.05,69,8,"7.5",4,"Treasure","E"
"13293","PSP","2006","Action","Tecmo Koei",0.05,57,28,"8.1",8,"Omega Force","T"
"13294","PC","2003","Simulation","Microsoft Game Studios",0.05,85,39,"9",185,"Digital Anvil","T"
"13298","PC","2009","Action","Activision",0.05,66,13,"8",19,"Traveller's Tales","E10+"
"13299","GBA","2001","Sports","Starfish",0.05,69,5,"tbd",NA,"Starfish","E"
"13300","GC","2005","Racing","Activision",0.05,54,4,"tbd",NA,"Creat Studios","T"
"13302","PS2","2006","Sports","Electronic Arts",0.05,70,6,"7.8",27,"EA Canada","E"
"13303","XB","2004","Action","Microsoft Game Studios",0.05,84,37,"8.3",16,"Tecmo","M"
"13304","GC","2002","Sports","Electronic Arts",0.05,78,9,"7.7",6,"EA Sports","E"
"13305","X360","2006","Strategy","Electronic Arts",0.05,79,50,"7.5",83,"EA LA","T"
"13306","PC","2014","Action","Warner Bros. Interactive Entertainment",0.05,68,6,"",NA,"TT Games","E10+"
"13307","PC","2006","Racing","Electronic Arts",0.05,78,17,"7.2",249,"Black Box","E10+"
"13308","XB","2004","Racing","Codemasters",0.05,83,35,"7.5",6,"Codemasters","E"
"13311","PS","1999","Strategy","Tecmo Koei",0.05,73,9,"7.1",9,"Koei","E"
"13320","PSP","2006","Racing","Activision",0.05,67,8,"tbd",NA,"Left Field Productions","E"
"13322","GC","2003","Sports","Atari",0.05,60,11,"tbd",NA,"Bandai","E"
"13325","GC","2003","Role-Playing","THQ",0.05,72,19,"tbd",NA,"Cranky Pants Games","T"
"13327","X360","2008","Action","Activision Value",0.05,NA,NA,"5.5",8,"Tigon","T"
"13329","PC","2001","Strategy","Vivendi Games",0.05,81,23,"8.2",126,"Stainless Steel Studios","T"
"13331","PS3","2013","Action","Capcom",0.05,75,31,"7.4",135,"WayForward","E"
"13333","PC","2010","Strategy","Team17 Software",0.05,79,28,"6.8",185,"Team 17","E10+"
"13336","GBA","2001","Sports","Konami Digital Entertainment",0.05,57,7,"tbd",NA,"KCEO","E"
"13338","PC","1998","Strategy","Activision",0.05,88,15,"9.1",813,"Blizzard Entertainment","T"
"13340","PS2","2004","Sports","Jaleco",0.05,60,4,"6.7",6,"Blade Interactive","E"
"13341","GBA","2002","Fighting","Acclaim Entertainment",0.05,58,10,"tbd",NA,"Full-Fat","E"
"13342","GBA","2002","Racing","Atari",0.05,82,7,"tbd",NA,"Velez & Dubail","E"
"13343","PSP","2006","Misc","Sony Computer Entertainment",0.05,50,11,"7.8",6,"FreeStyleGames","T"
"13344","XB","2002","Fighting","Microsoft Game Studios",0.05,46,26,"7.2",17,"DreamFactory","T"
"13346","XB","2004","Shooter","Global Star",0.05,59,41,"tbd",NA,"Vicious Cycle","T"
"13349","PC","2003","Racing","Electronic Arts",0.05,82,24,"8.3",307,"Black Box","E"
"13355","GC","2005","Platform","Konami Digital Entertainment",0.05,54,9,"tbd",NA,"Hudson Soft","E"
"13357","DS","2009","Adventure","Mastiff",0.05,71,45,"7.4",21,"Renegade Kid","T"
"13358","PSP","2006","Adventure","Namco Bandai Games",0.05,76,7,"7.8",4,"Smart Bomb Interactive","E10+"
"13360","PSP","2007","Sports","Sega",0.05,79,17,"7.7",13,"Sumo Digital","E"
"13361","XB","2005","Shooter","Majesco Entertainment",0.05,71,37,"8.1",8,"Artech Studios","M"
"13362","PC","2004","Shooter","Ubisoft",0.05,89,72,"8.1",724,"Crytek","M"
"13367","PS","2001","Role-Playing","Max Five",0.05,62,9,"8.7",26,"Max Five","E"
"13368","DS","2006","Puzzle","Atari",0.05,70,24,"tbd",NA,"Q Entertainment","E"
"13372","XB","2002","Action","Jaleco",0.05,46,12,"7",4,"Jaleco Entertainment","T"
"13377","PC","2010","Simulation","Paradox Interactive",0.05,49,5,"6.2",27,"VSTEP","E"
"13379","PS","2001","Shooter","Namco Bandai Games",0.05,71,13,"6.7",6,"Flying Tiger Development","T"
"13382","Wii","2007","Racing","Metro 3D",0.05,NA,NA,"0.3",4,"Data Design Interactive","E"
"13383","PSP","2006","Role-Playing","Konami Digital Entertainment",0.05,64,29,"7.3",13,"Konami Software Shanghai","E10+"
"13386","XOne","2016","Sports","Konami Digital Entertainment",0.05,87,12,"6.1",84,"Konami","E"
"13387","PC","2009","Sports","Electronic Arts",0.05,72,14,"3.8",59,"EA Sports","E"
"13390","GC","2005","Shooter","Ubisoft",0.05,72,8,"7.8",5,"Red Storm Entertainment, Ubisoft Montreal","M"
"13392","XB","2006","Strategy","THQ",0.05,69,27,"tbd",NA,"Pandemic Studios","M"
"13394","PC","2000","Simulation","Electronic Arts",0.05,92,38,"7.9",451,"Maxis","T"
"13397","PC","2011","Sports","Electronic Arts",0.05,72,11,"3.9",24,"Bright Future GmbH","E"
"13399","PS2","2001","Misc","THQ",0.05,82,21,"8.7",25,"Koei/Inis","E"
"13401","GC","2003","Puzzle","Jaleco",0.05,54,12,"tbd",NA,"Runecraft","E"
"13407","X360","2013","Shooter","Activision",0.05,NA,NA,"6.1",13,"Behaviour Interactive","E10+"
"13414","X360","2007","Sports","Activision Value",0.05,39,4,"3",4,"FUN Labs","T"
"13415","XOne","2016","Strategy","Take-Two Interactive",0.05,87,17,"8.1",40,"Firaxis Games","T"
"13416","X360","2014","Action","Tecmo Koei",0.05,50,20,"5.3",43,"Spark Unlimited, comcept","M"
"13418","X360","2010","Shooter","Conspiracy Entertainment",0.05,48,7,"4.8",4,"Epicenter Studios","T"
"13420","GC","2002","Racing","Atari",0.05,56,12,"tbd",NA,"Paradigm Entertainment","T"
"13424","XB","2002","Sports","Codemasters",0.05,37,13,"tbd",NA,"Atomic Planet Entertainment","T"
"13425","DS","2007","Action","Game Factory",0.05,63,11,"6.8",13,"DC Studios","E10+"
"13428","Wii","2007","Sports","SouthPeak Games",0.05,32,13,"0.7",6,"SouthPeak Games","E"
"13429","X360","2008","Sports","Activision",0.05,41,5,"7.2",6,"FUN Labs","E"
"13432","PC","2006","Strategy","THQ",0.05,93,55,"8.8",1128,"Relic","M"
"13434","Wii","2008","Misc","Majesco Entertainment",0.05,37,9,"4.5",4,"Coyote Console","E"
"13439","PS4","2016","Racing","Milestone S.r.l",0.05,71,19,"8",12,"Milestone S.r.l","E"
"13440","Wii","2006","Simulation","Konami Digital Entertainment",0.05,47,32,"4.9",8,"CAProduction","E"
"13441","PC","2007","Simulation","Ubisoft",0.05,79,22,"6.9",40,"Ubisoft Romania","T"
"13445","XB","2004","Strategy","LucasArts",0.05,69,32,"7",4,"Double Helix Games","T"
"13446","DS","2006","Adventure","Zoo Digital Publishing",0.05,34,8,"1.7",6,"SkyRiver Studios","E"
"13447","DS","2008","Puzzle","Deep Silver",0.05,53,9,"tbd",NA,"Deep Silver","E"
"13452","GBA","2003","Action","Atlus",0.05,75,21,"8.4",5,"Million","T"
"13456","DS","2008","Misc","Rising Star Games",0.05,72,6,"tbd",NA,"Rising Star Games","E"
"13458","XB","2005","Misc","Crave Entertainment",0.05,60,6,"2.7",13,"Crave","E"
"13459","DS","2005","Puzzle","Atari",0.05,38,19,"6.2",6,"Taito Corporation","E"
"13462","XB","2003","Shooter","THQ",0.05,70,19,"9.3",9,"Yager","T"
"13466","PSV","2016","Adventure","PQube",0.05,78,6,"7.8",6,"Kadokawa","M"
"13467","XB","2003","Platform","SCi",0.05,58,21,"6.9",14,"UDS","T"
"13468","PC","2007","Strategy","THQ",0.05,86,44,"8.3",263,"Gas Powered Games","E10+"
"13469","Wii","2009","Sports","Playlogic Game Factory",0.05,62,5,"5.3",4,"Icon Games","E"
"13470","PC","2009","Shooter","Activision",0.05,74,41,"7.3",261,"id Software, Raven Software","M"
"13471","DS","2008","Simulation","Ubisoft",0.05,NA,NA,"8.6",9,"Ubisoft","E"
"13474","PC","2001","Simulation","Microsoft Game Studios",0.05,84,16,"8.4",21,"Kuju Entertainment","E"
"13475","GBA","2003","Misc","Activision",0.05,79,13,"tbd",NA,"Aspyr","E"
"13479","XOne","2016","Shooter","Capcom",0.05,63,12,"6.3",34,"Capcom","M"
"13481","XB","2004","Shooter","Crave Entertainment",0.05,31,5,"tbd",NA,"Point of View","T"
"13482","DS","2008","Platform","Ubisoft",0.05,58,30,"6.3",30,"Gameloft","T"
"13485","GC","2004","Shooter","Empire Interactive",0.05,35,11,"2",9,"Blitz Games","M"
"13489","Wii","2007","Action","Take-Two Interactive",0.05,39,16,"5.9",15,"7 Studios","T"
"13494","DS","2007","Simulation","Eidos Interactive",0.04,67,8,"6.6",12,"Tantalus Interactive","E"
"13500","DS","2008","Misc","Eidos Interactive",0.04,67,17,"tbd",NA,"Amaze Entertainment","E"
"13501","PS2","2006","Fighting","Crave Entertainment",0.04,60,19,"7",4,"SNK Playmore","T"
"13502","PSP","2006","Racing","Xplosiv",0.04,52,19,"tbd",NA,"Razorworks","E"
"13503","PS4","2016","Racing","Milestone S.r.l",0.04,71,28,"8.1",73,"Milestone S.r.l","E"
"13505","DS","2008","Adventure","Rising Star Games",0.04,48,33,"6.2",18,"Killaware","T"
"13511","PS2","2006","Sports","Activision",0.04,46,5,"tbd",NA,"Blade Interactive","T"
"13514","PS2","2007","Fighting","Unknown",0.04,77,9,"8.3",16,"Arc System Works","T"
"13519","DS","2009","Adventure","Ubisoft",0.04,NA,NA,"7.5",4,"Longtail Studios","T"
"13520","PC","2002","Action","Take-Two Interactive",0.04,88,27,"9.1",863,"Illusion Softworks","M"
"13521","GC","2002","Platform","Ubisoft",0.04,61,7,"3",4,"Ubisoft Montreal","E"
"13525","XB","2005","Shooter","Codemasters",0.04,64,24,"8.3",27,"Bohemia Interactive","T"
"13527","DS","2007","Action","Take-Two Interactive",0.04,35,8,"4.8",13,"7 Studios","E10+"
"13529","X360","2007","Sports","Sega",0.04,80,34,"6.8",26,"Sumo Digital","E"
"13531","DS","2007","Strategy","Square Enix",0.04,72,19,"8.9",9,"Square Enix","E10+"
"13535","PC","2009","Strategy","Kalypso Media",0.04,79,48,"8.1",184,"Haemimont","T"
"13536","GBA","2004","Role-Playing","Konami Digital Entertainment",0.04,78,20,"8.5",11,"KCEJ","T"
"13537","PC","2016","Adventure","Square Enix",0.04,83,15,"8.6",1620,"DONTNOD Entertainment","M"
"13544","GBA","2002","Shooter","THQ",0.04,65,17,"tbd",NA,"Graphic State","T"
"13546","PSP","2007","Action","Codemasters",0.04,49,7,"tbd",NA,"IR Gurus","T"
"13548","XB","2004","Racing","Codemasters",0.04,NA,NA,"8.3",6,"Codemasters","T"
"13550","DS","2008","Adventure","D3Publisher",0.04,58,5,"tbd",NA,"Art","E"
"13551","PS4","2016","Action","Rebellion Developments",0.04,66,39,"7",31,"Rebellion","T"
"13561","PC","2015","Sports","Konami Digital Entertainment",0.04,76,12,"4.3",286,"Konami","E"
"13562","DS","2008","Role-Playing","Success",0.04,69,23,"7.7",21,"Success","E10+"
"13563","XOne","2016","Action","Activision",0.04,55,14,"6",38,"PlatinumGames","T"
"13567","PC","2009","Adventure","Focus Home Interactive",0.04,79,15,"8.2",40,"Pendulo Studios","T"
"13568","GC","2007","Action","Disney Interactive Studios",0.04,68,5,"tbd",NA,"Avalanche Software","E10+"
"13574","XB","2006","Racing","Empire Interactive",0.04,73,38,"7.3",8,"Bugbear","T"
"13576","PS2","2006","Shooter","Eidos Interactive",0.04,71,37,"8.2",9,"Rebellion","T"
"13577","Wii","2008","Sports","Atari",0.04,37,4,"7.8",5,"Humongous Entertainment","E"
"13578","PS2","2003","Action","Sega",0.04,61,33,"tbd",NA,"Access Games","M"
"13579","GBA","2003","Platform","Midway Games",0.04,43,7,"tbd",NA,"Full-Fat","E"
"13580","PC","2009","Action","Ubisoft",0.04,70,23,"7.3",125,"Ubisoft Romania","T"
"13581","X360","2014","Shooter","Namco Bandai Games",0.04,35,8,"5.8",78,"CI Games","M"
"13585","DS","2006","Simulation","505 Games",0.04,48,8,"tbd",NA,"InterActive Vision Games","E10+"
"13588","GC","2004","Action","Konami Digital Entertainment",0.04,60,14,"tbd",NA,"Krome Studios","T"
"13590","3DS","2015","Platform","Rising Star Games",0.04,82,18,"8.5",86,"WayForward","E10+"
"13592","XB","2003","Strategy","Kool Kizz",0.04,74,11,"8.8",6,"SystemSoft","E"
"13597","GBA","2004","Role-Playing","Ubisoft",0.04,65,25,"tbd",NA,"Treasure","E"
"13598","Wii","2007","Shooter","PQube",0.04,67,9,"7.6",9,"Alfa System","T"
"13599","PS4","2014","Strategy","Tecmo Koei",0.04,80,20,"8.1",46,"Koei Tecmo Games","T"
"13600","DS","2006","Sports","Electronic Arts",0.04,43,5,"7.5",4,"Exient Entertainment","E"
"13601","GBA","2002","Shooter","BAM! Entertainment",0.04,60,10,"tbd",NA,"Graphic State","E"
"13602","PC","2007","Simulation","Monte Christo Multimedia",0.04,75,7,"8.2",9,"Monte Cristo Multimedia","E"
"13606","PSP","2011","Adventure","5pb",0.04,67,23,"8.2",50,"5pb","M"
"13613","X360","2006","Fighting","Ubisoft",0.04,60,33,"6.1",7,"G.Rev","T"
"13619","X360","2016","Action","Activision",0.04,NA,NA,"4.3",16,"PlatinumGames","T"
"13620","XB","2004","Sports","Crave Entertainment",0.04,54,10,"tbd",NA,"Lab Rats Games","E"
"13621","PC","2006","Simulation","Ubisoft",0.04,86,9,"8.8",115,"1C: Maddox Games","T"
"13622","GBA","2002","Misc","Ubisoft",0.04,76,5,"tbd",NA,"Ubisoft","E"
"13625","PS2","2005","Action","Vivendi Games",0.04,47,17,"5",7,"Opus","M"
"13626","PC","2003","Strategy","Eidos Interactive",0.04,78,23,"8.2",38,"Pyro Studios","T"
"13628","PSV","2014","Adventure","Telltale Games",0.04,NA,NA,"8.4",29,"Telltale Games","M"
"13629","PSP","2007","Sports","Namco Bandai Games",0.04,68,30,"6.3",4,"Namco Bandai Games America, Namco Bandai Games","E"
"13631","XB","2003","Racing","Acclaim Entertainment",0.04,53,17,"tbd",NA,"Acclaim","T"
"13633","3DS","2013","Action","Warner Bros. Interactive Entertainment",0.04,43,4,"8.3",4,"Hellbent Games","E"
"13637","PC","2005","Role-Playing","NCSoft",0.04,NA,NA,"8.8",8,"ArenaNet","T"
